well,t,t_red,t_RON_t_GON,t_RON_tdiv,t_div_to_red_on,t_div_to_red_off,t_red_off_t_div,t_gap,t_div_to_green_on,t_green_on_t_div,t_green,t_green_off_t_div,start,redOn,redOff,greenOn,greenOff,end,type,div,position,col,row
3.000000,9.133333,1.466667,2.466667,7.800000,1.333333,2.800000,6.333333,1.000000,3.800000,5.333333,5.266667,0.066667,9.733333,11.066667,12.533333,13.533333,18.800000,18.866667,D,1.000000,56.000000,5.000000,2.000000
3.000000,23.466667,11.333333,6.133333,22.933333,0.533333,11.866667,11.600000,-5.200000,6.666667,16.800000,16.800000,0.000000,31.400000,31.933333,43.266667,38.066667,54.866667,54.866667,D,1.000000,56.000000,7.000000,2.000000
3.000000,23.200000,11.600000,8.200000,22.666667,0.533333,12.133333,11.066667,-3.400000,8.733333,14.466667,14.466667,0.000000,31.400000,31.933333,43.533333,40.133333,54.600000,54.600000,D,1.000000,56.000000,7.000000,2.000000
3.000000,12.666667,3.866667,2.466667,11.666667,1.000000,4.866667,7.800000,-1.400000,3.466667,9.200000,9.200000,0.000000,11.266667,12.266667,16.133333,14.733333,23.933333,23.933333,D,1.000000,61.000000,5.000000,2.000000
3.000000,14.866667,5.333333,3.066667,13.600000,1.266667,6.600000,8.266667,-2.266667,4.333333,10.533333,10.333333,0.200000,11.266667,12.533333,17.866667,15.600000,25.933333,26.133333,D,1.000000,61.000000,5.000000,2.000000
3.000000,10.933333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.133333,6.800000,6.733333,0.066667,10.400000,0.000000,0.000000,14.533333,21.266667,21.333333,D,1.000000,61.000000,5.000000,4.000000
3.000000,11.266667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.133333,6.133333,6.066667,0.066667,10.400000,0.000000,0.000000,15.533333,21.600000,21.666667,D,1.000000,61.000000,5.000000,4.000000
3.000000,15.866667,5.000000,2.866667,14.533333,1.333333,6.333333,9.533333,-2.133333,4.200000,11.666667,11.600000,0.066667,11.200000,12.533333,17.533333,15.400000,27.000000,27.066667,D,1.000000,61.000000,7.000000,3.000000
3.000000,12.733333,5.200000,4.000000,11.400000,1.333333,6.533333,6.200000,-1.200000,5.333333,7.400000,7.400000,0.000000,11.200000,12.533333,17.733333,16.533333,23.933333,23.933333,D,1.000000,61.000000,7.000000,3.000000
3.000000,11.400000,5.000000,2.666667,11.066667,0.333333,5.333333,6.066667,-2.333333,3.000000,8.400000,8.400000,0.000000,14.133333,14.466667,19.466667,17.133333,25.533333,25.533333,D,1.000000,64.000000,2.000000,4.000000
3.000000,12.600000,5.000000,2.666667,12.133333,0.466667,5.466667,7.133333,-2.333333,3.133333,9.466667,9.400000,0.066667,14.133333,14.600000,19.600000,17.266667,26.666667,26.733333,D,1.000000,64.000000,2.000000,4.000000
3.000000,11.466667,2.866667,1.533333,10.266667,1.200000,4.066667,7.400000,-1.333333,2.733333,8.733333,8.733333,0.000000,19.266667,20.466667,23.333333,22.000000,30.733333,30.733333,D,1.000000,64.000000,3.000000,2.000000
3.000000,11.133333,1.666667,1.666667,9.800000,1.333333,3.000000,8.133333,0.000000,3.000000,8.133333,8.066667,0.066667,19.266667,20.600000,22.266667,22.266667,30.333333,30.400000,D,1.000000,64.000000,3.000000,2.000000
3.000000,10.866667,3.466667,1.800000,9.933333,0.933333,4.400000,6.466667,-1.666667,2.733333,8.133333,8.066667,0.066667,8.733333,9.666667,13.133333,11.466667,19.533333,19.600000,D,1.000000,64.000000,5.000000,2.000000
3.000000,10.666667,3.200000,2.066667,9.533333,1.133333,4.333333,6.333333,-1.133333,3.200000,7.466667,7.466667,0.000000,8.733333,9.866667,13.066667,11.933333,19.400000,19.400000,D,1.000000,64.000000,5.000000,2.000000
3.000000,9.066667,1.666667,2.200000,7.666667,1.400000,3.066667,6.000000,0.533333,3.600000,5.466667,5.466667,0.000000,9.600000,11.000000,12.666667,13.200000,18.666667,18.666667,D,1.000000,64.000000,5.000000,3.000000
3.000000,10.066667,2.066667,2.066667,8.666667,1.400000,3.466667,6.600000,0.000000,3.466667,6.600000,6.600000,0.000000,9.600000,11.000000,13.066667,13.066667,19.666667,19.666667,D,1.000000,64.000000,5.000000,3.000000
3.000000,9.533333,1.600000,3.133333,8.133333,1.400000,3.000000,6.533333,1.533333,4.533333,5.000000,4.933333,0.066667,13.533333,14.933333,16.533333,18.066667,23.000000,23.066667,D,1.000000,64.000000,5.000000,5.000000
3.000000,9.666667,1.400000,3.266667,7.933333,1.733333,3.133333,6.533333,1.866667,5.000000,4.666667,4.666667,0.000000,13.533333,15.266667,16.666667,18.533333,23.200000,23.200000,D,1.000000,64.000000,5.000000,5.000000
3.000000,12.733333,3.400000,2.400000,10.933333,1.800000,5.200000,7.533333,-1.000000,4.200000,8.533333,8.466667,0.066667,10.133333,11.933333,15.333333,14.333333,22.800000,22.866667,D,1.000000,64.000000,6.000000,3.000000
3.000000,13.333333,4.533333,4.933333,11.466667,1.866667,6.400000,6.933333,0.400000,6.800000,6.533333,6.466667,0.066667,10.133333,12.000000,16.533333,16.933333,23.400000,23.466667,D,1.000000,64.000000,6.000000,3.000000
3.000000,17.000000,5.333333,0.933333,14.133333,2.866667,8.200000,8.800000,-4.400000,3.800000,13.200000,13.066667,0.133333,13.000000,15.866667,21.200000,16.800000,29.866667,30.000000,D,1.000000,64.000000,6.000000,4.000000
3.000000,19.000000,5.400000,3.533333,16.000000,3.000000,8.400000,10.600000,-1.866667,6.533333,12.466667,12.400000,0.066667,13.000000,16.000000,21.400000,19.533333,31.933333,32.000000,D,1.000000,64.000000,6.000000,4.000000
3.000000,22.466667,10.600000,4.333333,21.400000,1.066667,11.666667,10.800000,-6.266667,5.400000,17.066667,17.000000,0.066667,23.000000,24.066667,34.666667,28.400000,45.400000,45.466667,D,1.000000,65.000000,1.000000,3.000000
3.000000,10.266667,1.266667,3.733333,8.733333,1.533333,2.800000,7.466667,2.466667,5.266667,5.000000,5.000000,0.000000,9.266667,10.800000,12.066667,14.533333,19.533333,19.533333,D,1.000000,65.000000,4.000000,1.000000
3.000000,10.266667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.133333,7.133333,7.066667,0.066667,9.266667,11.066667,0.000000,12.400000,19.466667,19.533333,D,1.000000,65.000000,4.000000,1.000000
3.000000,11.200000,3.533333,1.933333,10.466667,0.733333,4.266667,6.933333,-1.600000,2.666667,8.533333,8.533333,0.000000,6.666667,7.400000,10.933333,9.333333,17.866667,17.866667,D,1.000000,65.000000,5.000000,1.000000
3.000000,11.866667,3.200000,2.333333,11.000000,0.866667,4.066667,7.800000,-0.866667,3.200000,8.666667,8.600000,0.066667,6.666667,7.533333,10.733333,9.866667,18.466667,18.533333,D,1.000000,65.000000,5.000000,1.000000
3.000000,13.733333,4.600000,3.800000,12.533333,1.200000,5.800000,7.933333,-0.800000,5.000000,8.733333,8.666667,0.066667,5.466667,6.666667,11.266667,10.466667,19.133333,19.200000,D,1.000000,65.000000,7.000000,5.000000
3.000000,12.400000,4.000000,4.466667,11.066667,1.333333,5.333333,7.066667,0.466667,5.800000,6.600000,6.600000,0.000000,5.466667,6.800000,10.800000,11.266667,17.866667,17.866667,D,1.000000,65.000000,7.000000,5.000000
3.000000,16.533333,6.333333,5.400000,15.066667,1.466667,7.800000,8.733333,-0.933333,6.866667,9.666667,9.600000,0.066667,11.933333,13.400000,19.733333,18.800000,28.400000,28.466667,D,1.000000,65.000000,7.000000,6.000000
3.000000,21.066667,10.466667,7.466667,19.600000,1.466667,11.933333,9.133333,-3.000000,8.933333,12.133333,12.066667,0.066667,11.933333,13.400000,23.866667,20.866667,32.933333,33.000000,D,1.000000,65.000000,7.000000,6.000000
3.000000,8.200000,0.733333,1.066667,6.933333,1.266667,2.000000,6.200000,0.333333,2.333333,5.866667,5.866667,0.000000,5.800000,7.066667,7.800000,8.133333,14.000000,14.000000,D,1.000000,66.000000,3.000000,1.000000
3.000000,11.200000,0.800000,1.066667,9.666667,1.533333,2.333333,8.866667,0.266667,2.600000,8.600000,6.533333,2.066667,5.800000,7.333333,8.133333,8.400000,14.933333,17.000000,D,1.000000,66.000000,3.000000,1.000000
3.000000,20.266667,8.133333,4.266667,18.000000,2.266667,10.400000,9.866667,-3.866667,6.533333,13.733333,13.666667,0.066667,13.600000,15.866667,24.000000,20.133333,33.800000,33.866667,D,1.000000,66.000000,3.000000,6.000000
3.000000,22.466667,8.933333,4.800000,20.200000,2.266667,11.200000,11.266667,-4.133333,7.066667,15.400000,15.200000,0.200000,13.600000,15.866667,24.800000,20.666667,35.866667,36.066667,D,1.000000,66.000000,3.000000,6.000000
3.000000,9.933333,2.066667,1.666667,9.066667,0.866667,2.933333,7.000000,-0.400000,2.533333,7.400000,7.400000,0.000000,12.266667,13.133333,15.200000,14.800000,22.200000,22.200000,D,1.000000,69.000000,4.000000,1.000000
3.000000,10.333333,1.733333,1.666667,9.200000,1.133333,2.866667,7.466667,-0.066667,2.800000,7.533333,7.533333,0.000000,12.266667,13.400000,15.133333,15.066667,22.600000,22.600000,D,1.000000,69.000000,4.000000,1.000000
3.000000,8.800000,1.466667,2.533333,7.466667,1.333333,2.800000,6.000000,1.066667,3.866667,4.933333,4.866667,0.066667,7.000000,8.333333,9.800000,10.866667,15.733333,15.800000,D,1.000000,69.000000,6.000000,5.000000
3.000000,10.000000,1.400000,2.533333,8.600000,1.400000,2.800000,7.200000,1.133333,3.933333,6.066667,5.933333,0.133333,7.000000,8.400000,9.800000,10.933333,16.866667,17.000000,D,1.000000,69.000000,6.000000,5.000000
3.000000,8.933333,1.133333,1.466667,7.600000,1.333333,2.466667,6.466667,0.333333,2.800000,6.133333,6.133333,0.000000,13.533333,14.866667,16.000000,16.333333,22.466667,22.466667,D,1.000000,69.000000,6.000000,6.000000
3.000000,9.000000,0.933333,1.866667,7.600000,1.400000,2.333333,6.666667,0.933333,3.266667,5.733333,5.666667,0.066667,13.533333,14.933333,15.866667,16.800000,22.466667,22.533333,D,1.000000,69.000000,6.000000,6.000000
3.000000,15.200000,5.800000,2.266667,13.800000,1.400000,7.200000,8.000000,-3.533333,3.666667,11.533333,11.533333,0.000000,20.400000,21.800000,27.600000,24.066667,35.600000,35.600000,D,1.000000,68.000000,3.000000,1.000000
3.000000,15.600000,5.800000,3.666667,14.200000,1.400000,7.200000,8.400000,-2.133333,5.066667,10.533333,10.466667,0.066667,20.400000,21.800000,27.600000,25.466667,35.933333,36.000000,D,1.000000,68.000000,3.000000,1.000000
3.000000,10.466667,3.733333,2.266667,9.400000,1.066667,4.800000,5.666667,-1.466667,3.333333,7.133333,7.133333,0.000000,10.333333,11.400000,15.133333,13.666667,20.800000,20.800000,D,1.000000,68.000000,3.000000,5.000000
3.000000,10.466667,4.200000,3.266667,9.400000,1.066667,5.266667,5.200000,-0.933333,4.333333,6.133333,6.133333,0.000000,10.333333,11.400000,15.600000,14.666667,20.800000,20.800000,D,1.000000,68.000000,3.000000,5.000000
3.000000,12.400000,4.800000,3.200000,12.400000,0.000000,4.800000,7.600000,-1.600000,3.200000,9.200000,9.133333,0.066667,9.400000,9.400000,14.200000,12.600000,21.733333,21.800000,D,1.000000,68.000000,4.000000,1.000000
3.000000,10.533333,4.200000,4.333333,10.533333,0.000000,4.200000,6.333333,0.133333,4.333333,6.200000,6.133333,0.066667,9.400000,9.400000,13.600000,13.733333,19.866667,19.933333,D,1.000000,68.000000,4.000000,1.000000
3.000000,14.333333,4.933333,2.733333,13.133333,1.200000,6.133333,8.200000,-2.200000,3.933333,10.400000,10.266667,0.133333,15.533333,16.733333,21.666667,19.466667,29.733333,29.866667,D,1.000000,68.000000,4.000000,4.000000
3.000000,15.133333,5.066667,3.600000,13.733333,1.400000,6.466667,8.666667,-1.466667,5.000000,10.133333,10.000000,0.133333,15.533333,16.933333,22.000000,20.533333,30.533333,30.666667,D,1.000000,68.000000,4.000000,4.000000
3.000000,8.666667,0.866667,1.000000,6.733333,1.933333,2.800000,5.866667,0.133333,2.933333,5.733333,5.666667,0.066667,10.466667,12.400000,13.266667,13.400000,19.066667,19.133333,D,1.000000,68.000000,5.000000,5.000000
3.000000,8.733333,1.000000,1.200000,6.600000,2.133333,3.133333,5.600000,0.200000,3.333333,5.400000,5.333333,0.066667,10.466667,12.600000,13.600000,13.800000,19.133333,19.200000,D,1.000000,68.000000,5.000000,5.000000
3.000000,9.666667,2.066667,1.666667,8.533333,1.133333,3.200000,6.466667,-0.400000,2.800000,6.866667,6.866667,0.000000,10.400000,11.533333,13.600000,13.200000,20.066667,20.066667,D,1.000000,67.000000,1.000000,3.000000
3.000000,10.200000,2.533333,2.200000,8.933333,1.266667,3.800000,6.400000,-0.333333,3.466667,6.733333,6.733333,0.000000,10.400000,11.666667,14.200000,13.866667,20.600000,20.600000,D,1.000000,67.000000,1.000000,3.000000
3.000000,12.666667,3.400000,1.866667,11.400000,1.266667,4.666667,8.000000,-1.533333,3.133333,9.533333,9.466667,0.066667,24.400000,25.666667,29.066667,27.533333,37.000000,37.066667,D,1.000000,67.000000,2.000000,2.000000
3.000000,11.400000,3.000000,2.133333,10.000000,1.400000,4.400000,7.000000,-0.866667,3.533333,7.866667,7.866667,0.000000,24.400000,25.800000,28.800000,27.933333,35.800000,35.800000,D,1.000000,67.000000,2.000000,2.000000
3.000000,11.066667,2.733333,2.800000,10.066667,1.000000,3.733333,7.333333,0.066667,3.800000,7.266667,7.200000,0.066667,8.466667,9.466667,12.200000,12.266667,19.466667,19.533333,D,1.000000,67.000000,3.000000,5.000000
3.000000,11.333333,2.666667,2.733333,10.133333,1.200000,3.866667,7.466667,0.066667,3.933333,7.400000,7.333333,0.066667,8.466667,9.666667,12.333333,12.400000,19.733333,19.800000,D,1.000000,67.000000,3.000000,5.000000
3.000000,11.066667,2.266667,1.200000,9.333333,1.733333,4.000000,7.066667,-1.066667,2.933333,8.133333,8.066667,0.066667,11.066667,12.800000,15.066667,14.000000,22.066667,22.133333,D,1.000000,67.000000,4.000000,2.000000
3.000000,12.200000,2.333333,4.533333,10.466667,1.733333,4.066667,8.133333,2.200000,6.266667,5.933333,5.866667,0.066667,11.066667,12.800000,15.133333,17.333333,23.200000,23.266667,D,1.000000,67.000000,4.000000,2.000000
3.000000,10.533333,4.266667,2.600000,10.133333,0.400000,4.666667,5.866667,-1.666667,3.000000,7.533333,7.533333,0.000000,13.800000,14.200000,18.466667,16.800000,24.333333,24.333333,D,1.000000,67.000000,5.000000,1.000000
3.000000,10.066667,3.066667,2.400000,9.533333,0.533333,3.600000,6.466667,-0.666667,2.933333,7.133333,7.133333,0.000000,13.800000,14.333333,17.400000,16.733333,23.866667,23.866667,D,1.000000,67.000000,5.000000,1.000000
3.000000,12.533333,1.266667,2.133333,10.333333,2.200000,3.466667,9.066667,0.866667,4.333333,8.200000,8.200000,0.000000,6.400000,8.600000,9.866667,10.733333,18.933333,18.933333,D,1.000000,67.000000,5.000000,3.000000
3.000000,13.933333,1.400000,2.266667,11.600000,2.333333,3.733333,10.200000,0.866667,4.600000,9.333333,9.266667,0.066667,6.400000,8.733333,10.133333,11.000000,20.266667,20.333333,D,1.000000,67.000000,5.000000,3.000000
3.000000,12.200000,2.733333,1.133333,9.266667,2.933333,5.666667,6.533333,-1.600000,4.066667,8.133333,8.133333,0.000000,7.400000,10.333333,13.066667,11.466667,19.600000,19.600000,D,1.000000,67.000000,5.000000,4.000000
3.000000,13.066667,3.066667,1.466667,10.133333,2.933333,6.000000,7.066667,-1.600000,4.400000,8.666667,8.600000,0.066667,7.400000,10.333333,13.400000,11.800000,20.400000,20.466667,D,1.000000,67.000000,5.000000,4.000000
3.000000,10.000000,1.666667,2.600000,8.666667,1.333333,3.000000,7.000000,0.933333,3.933333,6.066667,6.000000,0.066667,7.600000,8.933333,10.600000,11.533333,17.533333,17.600000,D,1.000000,67.000000,5.000000,6.000000
3.000000,10.533333,2.133333,2.600000,9.066667,1.466667,3.600000,6.933333,0.466667,4.066667,6.466667,6.466667,0.000000,7.600000,9.066667,11.200000,11.666667,18.133333,18.133333,D,1.000000,67.000000,5.000000,6.000000
3.000000,16.133333,4.066667,5.266667,12.933333,3.200000,7.266667,8.866667,1.200000,8.466667,7.666667,7.600000,0.066667,9.866667,13.066667,17.133333,18.333333,25.933333,26.000000,D,1.000000,67.000000,6.000000,6.000000
3.000000,16.200000,2.933333,4.933333,13.000000,3.200000,6.133333,10.066667,2.000000,8.133333,8.066667,8.000000,0.066667,9.866667,13.066667,16.000000,18.000000,26.000000,26.066667,D,1.000000,67.000000,6.000000,6.000000
3.000000,12.666667,4.000000,1.933333,11.400000,1.266667,5.266667,7.400000,-2.066667,3.200000,9.466667,9.466667,0.000000,18.466667,19.733333,23.733333,21.666667,31.133333,31.133333,D,1.000000,67.000000,7.000000,4.000000
3.000000,12.800000,4.600000,2.266667,11.333333,1.466667,6.066667,6.733333,-2.333333,3.733333,9.066667,9.066667,0.000000,18.466667,19.933333,24.533333,22.200000,31.266667,31.266667,D,1.000000,67.000000,7.000000,4.000000
3.000000,13.733333,4.733333,2.133333,11.933333,1.800000,6.533333,7.200000,-2.600000,3.933333,9.800000,9.800000,0.000000,16.466667,18.266667,23.000000,20.400000,30.200000,30.200000,D,1.000000,67.000000,7.000000,6.000000
3.000000,15.400000,4.866667,2.666667,13.600000,1.800000,6.666667,8.733333,-2.200000,4.466667,10.933333,10.866667,0.066667,16.466667,18.266667,23.133333,20.933333,31.800000,31.866667,D,1.000000,67.000000,7.000000,6.000000
